serviceType,vehicleMake,vehicleModel,vehicleYear,dayOfWeek,durationMinutes
Diagnostics,Mahindra,Scorpio,2022,THURSDAY,53
Diagnostics,Mahindra,Scorpio,2020,MONDAY,61
Battery Replacement,Ford,EcoSport,2016,SATURDAY,52
Wheel Alignment,Maruti Suzuki,Ertiga,2015,MONDAY,62
General Inspection,Maruti Suzuki,Ertiga,2009,FRIDAY,50
Brake Service,Toyota,Glanza,2016,TUESDAY,71
Transmission Service,Tata,Harrier,2008,SUNDAY,149
AC Repair,Kia,Seltos,2023,SATURDAY,96
Engine Service,Tata,Punch,2015,TUESDAY,101
Tire Replacement,Ford,Figo,2018,SUNDAY,51
General Inspection,Mahindra,XUV700,2021,SUNDAY,51
Diagnostics,Ford,EcoSport,2019,TUESDAY,58
Transmission Service,Tata,Harrier,2008,THURSDAY,150
Brake Service,Honda,Amaze,2021,SATURDAY,63
AC Repair,Toyota,Glanza,2026,MONDAY,68
Battery Replacement,Tata,Harrier,2026,SATURDAY,40
Transmission Service,Kia,Sonet,2014,THURSDAY,148
Diagnostics,Maruti Suzuki,Ertiga,2026,THURSDAY,57
Wheel Alignment,Maruti Suzuki,Baleno,2011,SATURDAY,67
Transmission Service,Ford,EcoSport,2013,TUESDAY,138
General Inspection,Kia,Sonet,2014,TUESDAY,45
Diagnostics,Hyundai,Venue,2024,MONDAY,63
Battery Replacement,Mahindra,Scorpio,2020,TUESDAY,39
AC Repair,Ford,EcoSport,2020,SUNDAY,82
Tire Replacement,Tata,Altroz,2017,THURSDAY,53
Battery Replacement,Toyota,Fortuner,2014,FRIDAY,37
Diagnostics,Toyota,Innova,2008,TUESDAY,55
Transmission Service,Honda,Elevate,2018,FRIDAY,146
Diagnostics,Ford,Figo,2026,MONDAY,55
Diagnostics,Mahindra,Bolero,2017,THURSDAY,56
Transmission Service,Tata,Punch,2015,TUESDAY,152
Diagnostics,Kia,Seltos,2026,MONDAY,50
AC Repair,Hyundai,Creta,2013,WEDNESDAY,87
General Inspection,Honda,Amaze,2021,SUNDAY,43
Engine Service,Maruti Suzuki,Ertiga,2010,SUNDAY,129
Brake Service,Kia,Sonet,2013,WEDNESDAY,76
Tire Replacement,Hyundai,Verna,2008,MONDAY,49
Diagnostics,Kia,Sonet,2020,SUNDAY,59
Tire Replacement,Kia,Seltos,2008,WEDNESDAY,61
Brake Service,Ford,Figo,2022,MONDAY,72
General Inspection,Honda,Elevate,2022,TUESDAY,39
Battery Replacement,Tata,Nexon,2011,TUESDAY,42
Wheel Alignment,Maruti Suzuki,Brezza,2013,MONDAY,57
Wheel Alignment,Tata,Punch,2019,TUESDAY,54
Tire Replacement,Hyundai,Creta,2022,SATURDAY,60
Engine Service,Maruti Suzuki,Brezza,2017,THURSDAY,103
Oil Change,Hyundai,i20,2020,SUNDAY,36
Tire Replacement,Honda,City,2008,THURSDAY,56
Oil Change,Hyundai,Venue,2014,SATURDAY,38
General Inspection,Tata,Altroz,2009,THURSDAY,45
Engine Service,Maruti Suzuki,Ertiga,2018,FRIDAY,95
Engine Service,Kia,Sonet,2011,TUESDAY,97
Tire Replacement,Maruti Suzuki,Ertiga,2018,TUESDAY,56
Oil Change,Kia,Seltos,2022,TUESDAY,32
General Inspection,Toyota,Fortuner,2019,MONDAY,46
Wheel Alignment,Ford,EcoSport,2025,SUNDAY,57
Transmission Service,Tata,Harrier,2011,FRIDAY,141
AC Repair,Tata,Harrier,2013,SATURDAY,102
Brake Service,Ford,EcoSport,2018,MONDAY,60
AC Repair,Honda,Elevate,2026,SATURDAY,75
Oil Change,Honda,City,2011,WEDNESDAY,36
Tire Replacement,Maruti Suzuki,Swift,2012,WEDNESDAY,57
Diagnostics,Toyota,Innova,2012,THURSDAY,65
Transmission Service,Ford,Figo,2012,WEDNESDAY,143
Brake Service,Hyundai,Verna,2017,SUNDAY,85
Brake Service,Mahindra,XUV700,2014,FRIDAY,74
Oil Change,Honda,Elevate,2015,FRIDAY,38
Battery Replacement,Ford,EcoSport,2010,SUNDAY,42
Diagnostics,Maruti Suzuki,Baleno,2009,SATURDAY,88
Battery Replacement,Maruti Suzuki,Baleno,2026,FRIDAY,36
Tire Replacement,Honda,Elevate,2010,THURSDAY,52
Tire Replacement,Honda,Amaze,2013,FRIDAY,51
Tire Replacement,Toyota,Glanza,2026,THURSDAY,48
Diagnostics,Maruti Suzuki,Ertiga,2020,THURSDAY,58
Battery Replacement,Ford,Figo,2021,FRIDAY,36
Battery Replacement,Ford,EcoSport,2020,THURSDAY,35
General Inspection,Toyota,Fortuner,2025,TUESDAY,38
AC Repair,Ford,Figo,2022,WEDNESDAY,72
AC Repair,Ford,EcoSport,2018,TUESDAY,76
Tire Replacement,Hyundai,i20,2024,SATURDAY,50
Brake Service,Ford,Figo,2021,THURSDAY,69
Diagnostics,Toyota,Fortuner,2026,MONDAY,54
AC Repair,Hyundai,i20,2020,FRIDAY,85
Wheel Alignment,Mahindra,Bolero,2023,SATURDAY,67
Brake Service,Hyundai,Verna,2021,SATURDAY,73
Brake Service,Hyundai,Creta,2016,FRIDAY,77
Diagnostics,Tata,Harrier,2015,FRIDAY,58
Battery Replacement,Hyundai,i20,2010,SATURDAY,45
AC Repair,Kia,Seltos,2024,TUESDAY,75
AC Repair,Toyota,Fortuner,2017,FRIDAY,78
Engine Service,Kia,Sonet,2021,SUNDAY,115
General Inspection,Maruti Suzuki,Ertiga,2012,WEDNESDAY,42
Tire Replacement,Kia,Sonet,2008,TUESDAY,53
General Inspection,Kia,Sonet,2017,SATURDAY,51
AC Repair,Tata,Altroz,2019,TUESDAY,75
Battery Replacement,Maruti Suzuki,Brezza,2026,SUNDAY,36
Tire Replacement,Tata,Altroz,2009,SATURDAY,64
Wheel Alignment,Kia,Sonet,2011,SUNDAY,73
Battery Replacement,Maruti Suzuki,Ertiga,2010,THURSDAY,42
Oil Change,Honda,Amaze,2023,SATURDAY,37
General Inspection,Hyundai,i20,2016,SUNDAY,55
Oil Change,Maruti Suzuki,Baleno,2024,SUNDAY,33
Oil Change,Kia,Sonet,2023,THURSDAY,31
Brake Service,Mahindra,Bolero,2018,WEDNESDAY,58
Tire Replacement,Mahindra,Bolero,2020,THURSDAY,39
Brake Service,Maruti Suzuki,Swift,2022,SUNDAY,59
AC Repair,Tata,Nexon,2011,SUNDAY,74
Tire Replacement,Mahindra,Scorpio,2023,FRIDAY,47
AC Repair,Honda,City,2018,MONDAY,67
Brake Service,Ford,EcoSport,2023,THURSDAY,53
Transmission Service,Maruti Suzuki,Ertiga,2021,THURSDAY,151
General Inspection,Kia,Sonet,2014,SATURDAY,52
Battery Replacement,Hyundai,Creta,2023,SUNDAY,46
Engine Service,Ford,EcoSport,2022,MONDAY,103
Diagnostics,Honda,City,2014,TUESDAY,63
General Inspection,Maruti Suzuki,Brezza,2008,TUESDAY,41
Brake Service,Kia,Sonet,2015,SATURDAY,78
General Inspection,Tata,Punch,2010,SUNDAY,56
Brake Service,Honda,Elevate,2010,SATURDAY,74
AC Repair,Kia,Seltos,2015,WEDNESDAY,92
General Inspection,Toyota,Innova,2011,MONDAY,44
Tire Replacement,Maruti Suzuki,Ertiga,2012,SUNDAY,63
Brake Service,Kia,Seltos,2017,MONDAY,63
AC Repair,Kia,Sonet,2019,SUNDAY,81
Battery Replacement,Honda,City,2020,MONDAY,34
Battery Replacement,Toyota,Innova,2023,SATURDAY,41
Diagnostics,Tata,Harrier,2012,SATURDAY,69
Oil Change,Mahindra,Scorpio,2024,SATURDAY,31
General Inspection,Toyota,Fortuner,2026,THURSDAY,38
Wheel Alignment,Kia,Seltos,2018,TUESDAY,52
Tire Replacement,Honda,Elevate,2009,SUNDAY,60
AC Repair,Toyota,Fortuner,2013,MONDAY,67
Engine Service,Kia,Sonet,2021,SATURDAY,101
AC Repair,Kia,Seltos,2024,SATURDAY,84
Wheel Alignment,Toyota,Fortuner,2014,SATURDAY,69
Battery Replacement,Mahindra,Bolero,2009,SUNDAY,43
Wheel Alignment,Ford,EcoSport,2026,TUESDAY,45
Battery Replacement,Honda,City,2014,SATURDAY,47
Oil Change,Mahindra,Bolero,2026,MONDAY,26
Battery Replacement,Kia,Sonet,2013,MONDAY,31
General Inspection,Mahindra,Scorpio,2013,MONDAY,50
Brake Service,Kia,Seltos,2020,TUESDAY,69
Oil Change,Maruti Suzuki,Baleno,2020,THURSDAY,31
Battery Replacement,Kia,Seltos,2022,SUNDAY,45
AC Repair,Toyota,Fortuner,2022,WEDNESDAY,77
General Inspection,Ford,EcoSport,2008,FRIDAY,50
Transmission Service,Ford,Figo,2011,SUNDAY,146
AC Repair,Toyota,Fortuner,2012,MONDAY,78
Brake Service,Maruti Suzuki,Baleno,2020,SUNDAY,69
Engine Service,Ford,EcoSport,2024,SUNDAY,93
Transmission Service,Maruti Suzuki,Baleno,2011,TUESDAY,154
Oil Change,Ford,Figo,2011,MONDAY,32
Battery Replacement,Honda,Elevate,2013,MONDAY,34
Oil Change,Maruti Suzuki,Swift,2024,WEDNESDAY,28
Brake Service,Tata,Punch,2008,TUESDAY,66
Engine Service,Toyota,Fortuner,2025,THURSDAY,112
Battery Replacement,Ford,Figo,2024,WEDNESDAY,33
General Inspection,Hyundai,Creta,2009,TUESDAY,44
Battery Replacement,Toyota,Innova,2012,FRIDAY,38
Wheel Alignment,Tata,Punch,2010,FRIDAY,60
Wheel Alignment,Toyota,Glanza,2013,THURSDAY,46
AC Repair,Tata,Altroz,2010,SATURDAY,100
Wheel Alignment,Honda,Elevate,2019,FRIDAY,52
Transmission Service,Tata,Punch,2012,WEDNESDAY,122
AC Repair,Kia,Seltos,2015,MONDAY,78
Engine Service,Kia,Seltos,2018,SATURDAY,124
General Inspection,Mahindra,Scorpio,2016,TUESDAY,47
Oil Change,Maruti Suzuki,Brezza,2015,THURSDAY,32
General Inspection,Maruti Suzuki,Baleno,2024,SATURDAY,51
Diagnostics,Maruti Suzuki,Ertiga,2026,SUNDAY,55
Wheel Alignment,Toyota,Fortuner,2011,MONDAY,65
AC Repair,Tata,Harrier,2025,FRIDAY,89
Transmission Service,Kia,Sonet,2026,TUESDAY,119
Battery Replacement,Tata,Altroz,2020,FRIDAY,45
Wheel Alignment,Hyundai,Venue,2015,SATURDAY,59
Battery Replacement,Ford,Figo,2022,FRIDAY,35
Wheel Alignment,Toyota,Glanza,2024,SATURDAY,66
Wheel Alignment,Maruti Suzuki,Ertiga,2021,SUNDAY,52
Brake Service,Maruti Suzuki,Swift,2010,SATURDAY,82
Transmission Service,Hyundai,i20,2017,FRIDAY,145
Diagnostics,Hyundai,Verna,2024,SATURDAY,69
Engine Service,Maruti Suzuki,Brezza,2008,FRIDAY,119
Tire Replacement,Hyundai,Verna,2025,SATURDAY,44
Engine Service,Hyundai,Verna,2013,SATURDAY,144
Engine Service,Honda,City,2010,WEDNESDAY,112
Oil Change,Kia,Sonet,2020,TUESDAY,29
Brake Service,Maruti Suzuki,Ertiga,2015,SUNDAY,65
General Inspection,Toyota,Glanza,2023,WEDNESDAY,40
Wheel Alignment,Honda,City,2026,THURSDAY,51
Engine Service,Hyundai,Verna,2023,MONDAY,101
Brake Service,Hyundai,Verna,2018,WEDNESDAY,65
Battery Replacement,Kia,Sonet,2008,MONDAY,42
AC Repair,Ford,EcoSport,2010,FRIDAY,83
General Inspection,Ford,EcoSport,2012,SUNDAY,51
Wheel Alignment,Honda,Amaze,2020,WEDNESDAY,52
Battery Replacement,Toyota,Innova,2022,SATURDAY,46
Diagnostics,Tata,Altroz,2019,SATURDAY,64
Tire Replacement,Maruti Suzuki,Baleno,2017,MONDAY,52
Battery Replacement,Kia,Sonet,2018,MONDAY,40
Diagnostics,Toyota,Innova,2021,THURSDAY,61
Engine Service,Ford,EcoSport,2018,SUNDAY,110
Engine Service,Kia,Seltos,2011,MONDAY,88
Oil Change,Tata,Altroz,2019,FRIDAY,39
Oil Change,Mahindra,Scorpio,2008,THURSDAY,36
Diagnostics,Toyota,Glanza,2023,MONDAY,57
Battery Replacement,Tata,Altroz,2016,SUNDAY,40
General Inspection,Toyota,Fortuner,2015,SATURDAY,53
General Inspection,Tata,Altroz,2026,SATURDAY,44
Battery Replacement,Honda,City,2012,THURSDAY,51
Battery Replacement,Kia,Seltos,2014,MONDAY,43
Oil Change,Kia,Sonet,2024,WEDNESDAY,28
Tire Replacement,Mahindra,Scorpio,2023,MONDAY,35
Engine Service,Kia,Seltos,2017,MONDAY,99
Brake Service,Kia,Seltos,2018,MONDAY,71
Battery Replacement,Hyundai,i20,2009,SATURDAY,47
Diagnostics,Toyota,Fortuner,2011,THURSDAY,61
Battery Replacement,Toyota,Glanza,2019,WEDNESDAY,37
Oil Change,Tata,Harrier,2019,SATURDAY,39
Brake Service,Mahindra,XUV700,2016,TUESDAY,65
General Inspection,Tata,Nexon,2009,FRIDAY,49
Tire Replacement,Honda,Elevate,2022,MONDAY,52
Brake Service,Toyota,Fortuner,2023,SUNDAY,72
Tire Replacement,Tata,Nexon,2012,TUESDAY,46
Engine Service,Mahindra,Scorpio,2022,SATURDAY,115
General Inspection,Kia,Seltos,2023,THURSDAY,32
Oil Change,Tata,Harrier,2012,WEDNESDAY,34
Oil Change,Hyundai,Creta,2020,THURSDAY,30
General Inspection,Tata,Punch,2024,THURSDAY,34
Engine Service,Kia,Sonet,2016,TUESDAY,103
Tire Replacement,Hyundai,Verna,2024,SATURDAY,55
Engine Service,Toyota,Glanza,2015,WEDNESDAY,99
Battery Replacement,Honda,City,2025,TUESDAY,31
Wheel Alignment,Hyundai,Creta,2016,TUESDAY,55
Tire Replacement,Honda,Elevate,2011,MONDAY,61
Brake Service,Mahindra,Scorpio,2010,SATURDAY,85
Battery Replacement,Kia,Sonet,2018,MONDAY,37
Oil Change,Mahindra,XUV700,2016,TUESDAY,34
Transmission Service,Maruti Suzuki,Brezza,2016,SUNDAY,150
Transmission Service,Honda,Amaze,2015,WEDNESDAY,134
AC Repair,Tata,Punch,2015,SATURDAY,100
AC Repair,Mahindra,XUV700,2023,MONDAY,65
Battery Replacement,Honda,Elevate,2023,SATURDAY,42
Battery Replacement,Toyota,Innova,2017,TUESDAY,44
Transmission Service,Honda,City,2012,MONDAY,126
AC Repair,Honda,Amaze,2020,MONDAY,74
Oil Change,Maruti Suzuki,Brezza,2020,MONDAY,31
General Inspection,Hyundai,i20,2012,TUESDAY,47
Transmission Service,Hyundai,i20,2011,FRIDAY,139
Brake Service,Maruti Suzuki,Baleno,2012,THURSDAY,71
Battery Replacement,Toyota,Glanza,2023,TUESDAY,29
Tire Replacement,Hyundai,Venue,2025,MONDAY,47
Engine Service,Toyota,Innova,2024,SUNDAY,102
AC Repair,Tata,Nexon,2015,MONDAY,80
Brake Service,Toyota,Innova,2020,SATURDAY,80
General Inspection,Ford,EcoSport,2011,TUESDAY,55
Brake Service,Maruti Suzuki,Ertiga,2011,WEDNESDAY,80
General Inspection,Hyundai,Creta,2013,THURSDAY,41
AC Repair,Tata,Harrier,2017,WEDNESDAY,76
General Inspection,Toyota,Glanza,2019,WEDNESDAY,46
General Inspection,Hyundai,Creta,2012,WEDNESDAY,41
Battery Replacement,Kia,Sonet,2023,SUNDAY,44
Wheel Alignment,Tata,Nexon,2018,TUESDAY,57
Battery Replacement,Kia,Sonet,2018,THURSDAY,34
AC Repair,Mahindra,XUV700,2015,THURSDAY,84
AC Repair,Ford,Figo,2025,FRIDAY,77
Transmission Service,Kia,Seltos,2010,TUESDAY,131
Brake Service,Hyundai,Creta,2008,WEDNESDAY,57
General Inspection,Hyundai,Venue,2019,SUNDAY,44
Battery Replacement,Toyota,Glanza,2012,SUNDAY,51
AC Repair,Honda,City,2015,MONDAY,64
Battery Replacement,Maruti Suzuki,Baleno,2020,SATURDAY,52
Brake Service,Hyundai,i20,2026,MONDAY,63
Diagnostics,Tata,Nexon,2012,WEDNESDAY,67
Oil Change,Kia,Seltos,2013,THURSDAY,36
Battery Replacement,Toyota,Glanza,2021,SATURDAY,39
Oil Change,Toyota,Innova,2012,MONDAY,40
Oil Change,Tata,Altroz,2008,THURSDAY,38
Diagnostics,Toyota,Fortuner,2024,WEDNESDAY,49
Tire Replacement,Kia,Seltos,2016,MONDAY,38
Battery Replacement,Honda,Amaze,2009,TUESDAY,40
AC Repair,Tata,Nexon,2022,THURSDAY,69
AC Repair,Tata,Nexon,2019,SATURDAY,97
AC Repair,Honda,Amaze,2011,MONDAY,91
Brake Service,Hyundai,Creta,2017,TUESDAY,70
Engine Service,Maruti Suzuki,Swift,2014,FRIDAY,128
Tire Replacement,Honda,Elevate,2009,TUESDAY,54
Wheel Alignment,Maruti Suzuki,Swift,2026,SUNDAY,53
General Inspection,Toyota,Innova,2019,SUNDAY,48
Wheel Alignment,Kia,Seltos,2018,SUNDAY,57
Battery Replacement,Maruti Suzuki,Ertiga,2021,SATURDAY,45
Engine Service,Maruti Suzuki,Baleno,2008,FRIDAY,114
Oil Change,Toyota,Innova,2012,SATURDAY,37
Diagnostics,Maruti Suzuki,Swift,2015,TUESDAY,65
Battery Replacement,Mahindra,Scorpio,2012,WEDNESDAY,36
Wheel Alignment,Mahindra,Bolero,2021,MONDAY,60
AC Repair,Honda,City,2010,TUESDAY,75
Transmission Service,Ford,EcoSport,2008,TUESDAY,143
General Inspection,Ford,EcoSport,2022,WEDNESDAY,38
Battery Replacement,Toyota,Innova,2010,WEDNESDAY,38
General Inspection,Tata,Punch,2016,THURSDAY,43
Wheel Alignment,Ford,EcoSport,2011,FRIDAY,57
Wheel Alignment,Kia,Sonet,2012,THURSDAY,59
Brake Service,Mahindra,Scorpio,2010,SATURDAY,76
Oil Change,Hyundai,Creta,2025,MONDAY,32
Battery Replacement,Maruti Suzuki,Ertiga,2020,TUESDAY,31
Tire Replacement,Kia,Sonet,2010,WEDNESDAY,49
Diagnostics,Ford,Figo,2011,MONDAY,66
AC Repair,Kia,Seltos,2020,WEDNESDAY,78
General Inspection,Mahindra,Scorpio,2023,TUESDAY,40
Wheel Alignment,Ford,EcoSport,2025,TUESDAY,45
Diagnostics,Tata,Altroz,2018,FRIDAY,71
AC Repair,Hyundai,Venue,2021,THURSDAY,76
Tire Replacement,Hyundai,Creta,2008,SUNDAY,57
Battery Replacement,Maruti Suzuki,Baleno,2010,WEDNESDAY,39
AC Repair,Maruti Suzuki,Ertiga,2022,SUNDAY,76
Wheel Alignment,Tata,Nexon,2010,THURSDAY,61
Brake Service,Toyota,Innova,2014,WEDNESDAY,75
Engine Service,Tata,Punch,2019,SATURDAY,109
Transmission Service,Kia,Seltos,2025,SUNDAY,140
Transmission Service,Tata,Harrier,2018,MONDAY,127
Battery Replacement,Ford,EcoSport,2023,SUNDAY,37
AC Repair,Toyota,Fortuner,2008,THURSDAY,94
Battery Replacement,Ford,EcoSport,2009,TUESDAY,41
Engine Service,Tata,Punch,2014,WEDNESDAY,97
Tire Replacement,Honda,Elevate,2026,MONDAY,42
Wheel Alignment,Toyota,Fortuner,2011,SATURDAY,71
Diagnostics,Ford,Figo,2021,WEDNESDAY,54
Engine Service,Mahindra,XUV700,2013,THURSDAY,113
AC Repair,Mahindra,XUV700,2025,FRIDAY,78
Wheel Alignment,Kia,Sonet,2011,MONDAY,64
General Inspection,Maruti Suzuki,Swift,2021,MONDAY,36
Engine Service,Maruti Suzuki,Brezza,2024,FRIDAY,97
Oil Change,Toyota,Glanza,2014,TUESDAY,35
General Inspection,Honda,Amaze,2011,WEDNESDAY,42
Diagnostics,Kia,Sonet,2008,WEDNESDAY,66
Wheel Alignment,Toyota,Glanza,2021,SATURDAY,55
Tire Replacement,Hyundai,Verna,2009,MONDAY,61
Engine Service,Mahindra,Scorpio,2013,FRIDAY,112
AC Repair,Honda,Elevate,2020,TUESDAY,70
Oil Change,Kia,Seltos,2020,SATURDAY,35
Battery Replacement,Kia,Sonet,2024,TUESDAY,34
Battery Replacement,Maruti Suzuki,Brezza,2016,SUNDAY,44
Engine Service,Tata,Harrier,2014,MONDAY,111
Transmission Service,Tata,Nexon,2025,MONDAY,129
Transmission Service,Kia,Seltos,2012,THURSDAY,126
Battery Replacement,Honda,Elevate,2015,WEDNESDAY,35
Tire Replacement,Honda,Elevate,2020,SUNDAY,53
General Inspection,Tata,Nexon,2026,SUNDAY,45
General Inspection,Maruti Suzuki,Brezza,2011,MONDAY,49
Battery Replacement,Maruti Suzuki,Swift,2023,SUNDAY,42
Brake Service,Honda,Amaze,2011,THURSDAY,73
Diagnostics,Maruti Suzuki,Baleno,2021,THURSDAY,53
Brake Service,Ford,EcoSport,2013,WEDNESDAY,73
Transmission Service,Hyundai,i20,2018,WEDNESDAY,132
Diagnostics,Hyundai,Creta,2024,SATURDAY,65
Transmission Service,Hyundai,i20,2024,FRIDAY,135
Battery Replacement,Honda,Amaze,2011,TUESDAY,43
General Inspection,Tata,Harrier,2016,THURSDAY,45
Tire Replacement,Maruti Suzuki,Ertiga,2025,SATURDAY,50
Diagnostics,Kia,Sonet,2014,WEDNESDAY,72
Battery Replacement,Honda,Elevate,2016,THURSDAY,44
Transmission Service,Toyota,Innova,2014,SATURDAY,171
Diagnostics,Kia,Sonet,2021,FRIDAY,61
Transmission Service,Maruti Suzuki,Brezza,2021,TUESDAY,105
Transmission Service,Mahindra,Scorpio,2010,THURSDAY,143
Engine Service,Toyota,Fortuner,2021,WEDNESDAY,97
Transmission Service,Mahindra,Scorpio,2008,MONDAY,146
Battery Replacement,Mahindra,XUV700,2010,TUESDAY,44
Brake Service,Mahindra,XUV700,2018,MONDAY,75
Brake Service,Honda,Amaze,2026,SUNDAY,67
Brake Service,Honda,Elevate,2010,THURSDAY,70
Tire Replacement,Maruti Suzuki,Ertiga,2010,FRIDAY,59
AC Repair,Kia,Sonet,2018,TUESDAY,81
Diagnostics,Hyundai,Venue,2021,MONDAY,68
General Inspection,Ford,EcoSport,2018,FRIDAY,42
Wheel Alignment,Hyundai,i20,2022,WEDNESDAY,57
Battery Replacement,Kia,Seltos,2025,FRIDAY,42
General Inspection,Ford,EcoSport,2021,SATURDAY,50
Wheel Alignment,Toyota,Glanza,2019,THURSDAY,62
Diagnostics,Hyundai,Verna,2017,SATURDAY,75
Diagnostics,Ford,EcoSport,2019,FRIDAY,66
Oil Change,Tata,Nexon,2018,SUNDAY,37
AC Repair,Honda,City,2010,TUESDAY,81
Engine Service,Hyundai,i20,2016,SUNDAY,95
Oil Change,Maruti Suzuki,Swift,2017,MONDAY,33
AC Repair,Toyota,Fortuner,2013,TUESDAY,92
Transmission Service,Ford,EcoSport,2012,WEDNESDAY,153
AC Repair,Ford,EcoSport,2024,FRIDAY,66
Tire Replacement,Ford,Figo,2016,WEDNESDAY,51
General Inspection,Toyota,Glanza,2010,WEDNESDAY,43
Engine Service,Honda,Elevate,2014,SATURDAY,140
Oil Change,Honda,City,2014,THURSDAY,38
AC Repair,Honda,Amaze,2011,WEDNESDAY,85
Engine Service,Mahindra,Scorpio,2022,SATURDAY,120
Battery Replacement,Maruti Suzuki,Baleno,2015,WEDNESDAY,37
Transmission Service,Honda,Amaze,2014,MONDAY,146
Wheel Alignment,Kia,Seltos,2017,SUNDAY,59
Diagnostics,Maruti Suzuki,Swift,2015,MONDAY,61
Diagnostics,Tata,Harrier,2008,THURSDAY,62
Wheel Alignment,Maruti Suzuki,Swift,2019,THURSDAY,50
Tire Replacement,Tata,Punch,2024,THURSDAY,45
Wheel Alignment,Mahindra,XUV700,2009,SATURDAY,68
AC Repair,Kia,Seltos,2017,TUESDAY,70
Engine Service,Ford,Figo,2011,SATURDAY,129
Oil Change,Honda,City,2015,MONDAY,35
Wheel Alignment,Honda,City,2025,MONDAY,51
Wheel Alignment,Honda,Elevate,2020,THURSDAY,51
Wheel Alignment,Ford,EcoSport,2013,SUNDAY,66
Tire Replacement,Mahindra,Bolero,2017,SATURDAY,51
General Inspection,Tata,Punch,2017,SUNDAY,45
Tire Replacement,Tata,Harrier,2010,TUESDAY,57
Battery Replacement,Hyundai,Verna,2021,WEDNESDAY,44
Oil Change,Tata,Harrier,2010,TUESDAY,33
Transmission Service,Mahindra,Scorpio,2026,MONDAY,99
Diagnostics,Honda,Amaze,2011,MONDAY,68
Wheel Alignment,Honda,Elevate,2024,TUESDAY,45
Battery Replacement,Maruti Suzuki,Swift,2017,SUNDAY,42
Brake Service,Toyota,Fortuner,2023,WEDNESDAY,56
Brake Service,Ford,EcoSport,2019,WEDNESDAY,62
Transmission Service,Ford,EcoSport,2016,SATURDAY,130
Engine Service,Hyundai,Creta,2021,SUNDAY,110
Brake Service,Ford,EcoSport,2015,FRIDAY,90
AC Repair,Mahindra,XUV700,2010,TUESDAY,89
General Inspection,Toyota,Fortuner,2025,THURSDAY,39
Engine Service,Tata,Harrier,2019,WEDNESDAY,90
Wheel Alignment,Toyota,Innova,2009,FRIDAY,65
Engine Service,Mahindra,Bolero,2011,THURSDAY,109
Brake Service,Toyota,Innova,2008,THURSDAY,63
Battery Replacement,Ford,EcoSport,2024,WEDNESDAY,32
Wheel Alignment,Ford,Figo,2010,SUNDAY,60
Wheel Alignment,Hyundai,Verna,2009,TUESDAY,58
Oil Change,Ford,Figo,2008,THURSDAY,39
Brake Service,Hyundai,i20,2016,TUESDAY,64
Engine Service,Tata,Nexon,2016,TUESDAY,107
Tire Replacement,Kia,Seltos,2017,TUESDAY,60
Tire Replacement,Kia,Sonet,2020,MONDAY,50
Wheel Alignment,Toyota,Fortuner,2017,TUESDAY,48
Brake Service,Tata,Altroz,2016,TUESDAY,64
AC Repair,Honda,Amaze,2017,MONDAY,73
Diagnostics,Tata,Punch,2021,MONDAY,70
Battery Replacement,Ford,Figo,2024,SATURDAY,40
AC Repair,Ford,Figo,2021,THURSDAY,67
Oil Change,Hyundai,Verna,2010,SUNDAY,43
Tire Replacement,Mahindra,XUV700,2025,FRIDAY,55
Wheel Alignment,Hyundai,Verna,2012,THURSDAY,56
Engine Service,Ford,EcoSport,2010,MONDAY,97
Wheel Alignment,Maruti Suzuki,Ertiga,2011,SUNDAY,63
Brake Service,Hyundai,i20,2026,SATURDAY,76
Engine Service,Hyundai,Creta,2024,TUESDAY,70
Battery Replacement,Honda,Elevate,2012,WEDNESDAY,37
Wheel Alignment,Hyundai,Verna,2014,MONDAY,60
General Inspection,Maruti Suzuki,Baleno,2014,MONDAY,47
Diagnostics,Hyundai,Verna,2020,MONDAY,63
Diagnostics,Tata,Altroz,2025,WEDNESDAY,54
Transmission Service,Ford,EcoSport,2021,TUESDAY,122
Tire Replacement,Tata,Altroz,2023,THURSDAY,44
Wheel Alignment,Toyota,Fortuner,2011,FRIDAY,55
AC Repair,Kia,Seltos,2022,THURSDAY,74
AC Repair,Tata,Nexon,2017,THURSDAY,83
Transmission Service,Toyota,Innova,2022,MONDAY,134
Brake Service,Tata,Punch,2022,WEDNESDAY,66
Engine Service,Honda,Amaze,2024,THURSDAY,92
Engine Service,Maruti Suzuki,Baleno,2012,WEDNESDAY,99
Diagnostics,Tata,Harrier,2017,THURSDAY,55
General Inspection,Ford,Figo,2023,FRIDAY,41
Engine Service,Toyota,Innova,2018,FRIDAY,94
Transmission Service,Mahindra,Bolero,2020,MONDAY,151
Battery Replacement,Honda,City,2011,THURSDAY,43
Diagnostics,Mahindra,XUV700,2015,MONDAY,65
AC Repair,Kia,Seltos,2009,FRIDAY,84
Wheel Alignment,Maruti Suzuki,Swift,2010,THURSDAY,60
Oil Change,Tata,Harrier,2011,SATURDAY,37
Diagnostics,Kia,Seltos,2026,FRIDAY,59
Diagnostics,Toyota,Innova,2014,SATURDAY,76
Battery Replacement,Kia,Seltos,2010,FRIDAY,52
General Inspection,Honda,City,2012,MONDAY,48
Brake Service,Kia,Seltos,2018,TUESDAY,60
Engine Service,Ford,EcoSport,2014,FRIDAY,87
